filename,Is Female,Names,Nouns,Organizations,Text,Verbs
3_Biotech/PMC5148754.nxml,,K. Bhagwat,authors,,"Prashant K. Bhagwat, one of the authors, is thankful to UGC, Govt.",
3_Biotech/PMC4706830.nxml,1.0,Varsha Bioscience,Authors,Confederation of Indian Industry;CII;Department of Science and Technology;Ministry of Science & Technology;Technology Private Limited,"Authors are grateful to Confederation of Indian Industry (CII), DST (Department of Science and Technology, Ministry of Science & Technology, New Delhi, India), Varsha Bioscience and Technology Private Limited, Hyderabad for providing the Prime Minister’s Fellowship (S. Reddy).",provide
3_Biotech/PMC4706830.nxml,0.0,Shri Neeraj Verma;C. Cheralu;Agricultural Research Station,charge;rice;cultivars;rice;cultivars;study,State Farms Corporation of India Limited;Associate,"Similarly, Shri Neeraj Verma, Director In-charge (State Farms Corporation of India Limited) for authenticating and providing six indica rice cultivars and Dr. C. Cheralu, Associate Director Agricultural Research Station, Warangal, India for authenticating and providing 15 Indica rice cultivars for our present study.",authenticate;provide;authenticate;provide
3_Biotech/PMC5234526.nxml,0.0,Thenmalarchelvi Rathinavelan;Debraj Bhattacharya;K. B. V. N Phanindra,thanks;analysis,Department of Biotechnology;Department of Civil Engineering;IIT,"We extend our sincere thanks to Dr. Thenmalarchelvi Rathinavelan, Department of Biotechnology, and Dr. Debraj Bhattacharya and Dr. K. B. V. N Phanindra, Department of Civil Engineering, IIT Hyderabad for allowing us to do spectrophotometric analysis.",extend;allow
3_Biotech/PMC5009053.nxml,,C. T. Aravindakumar,authors,,"The authors also acknowledge Prof. C. T. Aravindakumar, Hon.",acknowledge
3_Biotech/PMC5009053.nxml,,Dineep D.;Mahatma Gandhi University,help;analysis,Scientific Assistant;the Inter-University Instrumentation Centre,"Director and Mr. Dineep D., Scientific Assistant of the Inter-University Instrumentation Centre, Mahatma Gandhi University, Kottayam for the help and support for the LC–MS/MS analysis.",support
3_Biotech/PMC5388648.nxml,1.0,Rahma Trabelsi,work;thesis,,This work is part of a doctoral thesis prepared by Rahma Trabelsi.,prepare
3_Biotech/PMC5403768.nxml,0.0,Rupak Kishor,Authors;help;analysis,EDX,Authors greatfully acknowledge Mr. Rupak Kishor for his help in EDX analysis.,acknowledge
3_Biotech/PMC5388651.nxml,,P. A.,,,"P. A. is thankful to UGC, Govt.",
3_Biotech/PMC5388651.nxml,,D. S. Kothari,post;fellowship,,"of India, for providing Dr. D. S. Kothari post-doctoral fellowship.",provide
3_Biotech/PMC5388658.nxml,,S. K. Rawal;S. N. Mukherjee,Encouragement;manuscript,Ajeet Seed Ltd.,"Encouragement from Dr. S. K. Rawal (DOR, Ajeet Seed Ltd.) and Dr. S. N. Mukherjee for publishing the manuscript is highly appreciated.",publish;appreciate
3_Biotech/PMC5388658.nxml,,V. S. S. Prasad,Thanks;help,,Thanks are also due for Dr. V. S. S. Prasad for his constant help.,
3_Biotech/PMC5388650.nxml,0.0,Sandeep Sancheti,authors;facilities;research;work,School of Basic Sciences;Manipal University Jaipur,"The authors are grateful to Prof. Sandeep Sancheti, President, Dean, FOS&RI and Director, School of Basic Sciences, Manipal University Jaipur, for providing necessary infrastructural facilities to carry out this research work.",provide;carry
3_Biotech/PMC5388660.nxml,,P. N. Saxena,help;studies,SEM,We are also thankful to Dr. P. N. Saxena for his help in SEM studies.,
3_Biotech/PMC5388660.nxml,0.0,Sharad Kumar,work;fulfillment;degree;requirement;research;campus,Amity Institute of Biotechnology;Amity University;Lucknow,"This work will be used by Sharad Kumar for partial fulfillment of the degree requirement for his doctoral research at Amity Institute of Biotechnology, Amity University Lucknow campus, Lucknow.",
3_Biotech/PMC5391370.nxml,,R. K. Roy,authors;software,Nutek Inc.,"The authors also gratefully acknowledge R. K. Roy, Nutek Inc., USA, for providing the Qualitek-4 software.",acknowledge;provide
3_Biotech/PMC5391368.nxml,,G.S. Chaudhari,authors;kind;help;plant;material,M.J. College;Jalgaon,"The authors are thankful to Dr. G.S. Chaudhari, M.J. College, Jalgaon, for his kind help in identifying the plant material.",identify
3_Biotech/PMC5503844.nxml,0.0,Daisuke Takeda,assistance,,We thank Mr. Daisuke Takeda for his technical assistance.,thank
3_Biotech/PMC5559387.nxml,,M.A. Patel;Research Scientist,Authors;plant;materials;study;help;plant;species,Medicinal and Aromatic Research Centre;Anand Agriculture University (AAU;AAU,"Authors are grateful to Medicinal and Aromatic Research Centre, Anand Agriculture University (AAU) for providing the plant materials for the present study and Dr. M.A. Patel, Research Scientist, AAU, for his help in identifying the plant species.",provide;identify
3_Biotech/PMC5559387.nxml,0.0,Raktim Mukherjee,Authors;appreciation,,"Authors extend their sincere appreciation to Dr. Raktim Mukherjee, Asst.",extend
3_Biotech/PMC5766454.nxml,0.0,Andrzej Kuźma,care;animals,,We would like to thank Andrzej Kuźma for special care given to the animals.,like;thank;give
3_Biotech/PMC5866818.nxml,,Animal Science,authors;organizations;facilities;farm;technology,"Energy Research Center (ERC;School of Renewable Energy, Program in Biotechnology (Faculty of Science;Swine farm;Maejo University","The authors thank the following organizations for providing facilities including Energy Research Center (ERC), School of Renewable Energy, Program in Biotechnology (Faculty of Science) and Swine farm (Animal Science and technology), Maejo University, Chiang Mai, Thailand.",thank;follow;provide;include
3_Biotech/PMC5984604.nxml,0.0,Sanjay Singh,scheme,Start-Up Research Grant (Young Scientists)—Life Sciences,ILS/SERB/2015-16/01) to Dr Sanjay Singh under the scheme of Start-Up Research Grant (Young Scientists)—Life Sciences are gratefully acknowledged.,acknowledge
AAPS_J/PMC3221841.nxml,0.0,Joseph Podolski;Alan Kirsch;Ronald Wiehle,employees,Repros Therapeutics,"Joseph Podolski, Alan Kirsch, and Ronald Wiehle are employees of Repros Therapeutics.",
AAPS_J/PMC2976985.nxml,,John Buckholz;Brian Burback Ph.D.;Dannette Doolittle;Josef Ludwig;Emily Mainstone;Tony Nakhla;Shaundel Percey;Yuan-Shek Chen;Phillip J. Wang;Laixin Wang,authors;following;Ph.D.;Ph.D.;Ph.D.;Ph.D.,Stacy Marden;MT (;ASCP,"The authors would like to thank the following: John Buckholz, B.S., Brian Burback Ph.D., Binh Do, Dannette Doolittle, Ph.D., Rodrigo Laureano, M.S., Josef Ludwig, B.S., MBA, Emily Mainstone, B.S., Stacy Marden, Ph.D., Tony Nakhla, M.S., Shaundel Percey, B.S., MT (ASCP), Yuan-Shek Chen, Ph.D., Phillip J. Wang, Ph.D, MBA, and Laixin Wang,",like;thank
AAPS_J/PMC3326161.nxml,,Shihe Hou,assistance;manuscript,,The expert assistance of Shihe Hou in compiling this manuscript is deeply appreciated.,compile;appreciate
AAPS_J/PMC3326161.nxml,0.0,Willard Foss;Viktor Peykov;Tapas De;Jon Cordia,data;copies;nab;paclitaxel,Celgene,"We thank Willard Foss, Viktor Peykov, Tapas De and Jon Cordia at Celgene for providing data on attempted copies of nab-paclitaxel.",thank;provide;attempt
AAPS_J/PMC3326161.nxml,0.2544529262086514,Richard Girards;Gad Soffer;Mitch Clark;Anita Schmid,comments;manuscript,Renu Vaish,"We thank Richard Girards, Gad Soffer, Mitch Clark, Renu Vaish and Anita Schmid for their valuable comments on the manuscript.",thank
AAPS_J/PMC3282010.nxml,0.0,Urs Simmen,authors;assistance;work,Statistische Beratungen,"The authors acknowledge Dr. Urs Simmen (Schötzau & Simmen, Statistische Beratungen, Switzerland) for his assistance in statistical work.",acknowledge
AAPS_J/PMC2976990.nxml,0.0,Thomas Toneff,authors;assistance,,The authors thank Thomas Toneff for technical assistance.,thank
AAPS_J/PMC3281999.nxml,1.0,Robin Hartman;Maaike Labots;Nathalie Doorenweerd,help;animal;surgery;microdialysis;experiments,,"We thank Robin Hartman, Maaike Labots, and Nathalie Doorenweerd for help with the animal surgery and microdialysis experiments.",thank
AAPS_J/PMC2976986.nxml,,P. Pfaffenbach;Infra Bad,authors;assistance;analysis,,"The authors would like to thank P. Pfaffenbach (Solvay Infra Bad Hönningen GmbH, Hannover, Germany) for his assistance on XRPD analysis.",like;thank
AAPS_J/PMC4779096.nxml,0.3333333333333333,Malcolm Rowland;David Jaworowicz;Julie Passerell,authors;staff;collaborators;input;years;development;strategy;implementation;blood;spots,Cognigen;Cognigen;Merck,"The authors would like to thank PPDM staff and external collaborators Malcolm Rowland, David Jaworowicz (Cognigen), and Julie Passerell (Cognigen) for their valuable input over the years that has led to the development of a clinical strategy for the implementation of dried blood spots at Merck.",like;thank;lead;dry
AAPS_J/PMC4070265.nxml,0.0,Nigel Allison;Trevor Marks;Roger Hinton;Porton Down,authors;support;studies;preparation;manuscript;support,"Development and Production, Public Health England","The authors would like to thank Nigel Allison, Trevor Marks and Roger Hinton for their support for these studies and preparation of the manuscript as well as support from Development and Production, Public Health England, Porton Down, UK.",like;thank
AAPS_J/PMC3787226.nxml,,S.M.C. Silva,reference,Ciência,"S.M.C. Silva acknowledges Fundação para a Ciência e a Tecnologia, Lisboa (Portugal), for Ph.D. Grant reference SFRH/BD/30537/2006.",acknowledge;para
AAPS_J/PMC3787226.nxml,0.0,Vishwas Rai,authors;help;assistance;cell;culture;work,,The authors acknowledge Dr. Vishwas Rai for the help and assistance provided with the cell culture work.,acknowledge;provide
AAPS_J/PMC4540732.nxml,0.49748743718592964,Robert Connor;Ge Wei;Rose Sekulovich,assistance;protein;purifications;assistance;characterization;antibodies,,"Robert Connor and Ge Wei for assistance with protein purifications, and Dr. Rose Sekulovich for assistance with extended characterization of purified antibodies.",
AAPS_J/PMC4147052.nxml,0.0,Thomas Mueller;Bert Lum,assistance,,We acknowledge Thomas Mueller and Bert Lum for their technical assistance.,acknowledge
AAPS_J/PMC4147052.nxml,,F. Hoffmann-La Roche,authors;employees;Genentech;stock,Genentech,All authors are employees of Genentech and hold stock in F. Hoffmann-La Roche.,hold
AAPS_J/PMC4147052.nxml,0.0,Jin Jin,addition;stock,Eli Lilly,"In addition, Jin Jin also holds stock in Eli Lilly.",hold
AAPS_J/PMC4540731.nxml,1.0,Eleanor Savill;Jessica Waite,authors;help;manuscript,,The authors would like to thank Eleanor Savill and Jessica Waite for their help in preparing the manuscript.,like;thank;prepare
AAPS_J/PMC4540731.nxml,0.6655518394648829,Helen Musther;Katherine Gill;Manoranjenni Chetty;Masoud Jamei,employees;company,Simcyp Ltd,"Helen Musther, Katherine Gill, Manoranjenni Chetty and Masoud Jamei are employees of Simcyp Ltd (a Certara company).",
AAPS_J/PMC4540731.nxml,0.0,Amin Rostami-Hodjegan,employee;time;secondee;company,the University of Manchester;Simcyp Ltd,Amin Rostami-Hodjegan is an employee of the University of Manchester and a part-time secondee to Simcyp Ltd (a Certara company).,
AAPS_J/PMC4540731.nxml,0.0,Malcolm Rowland,board,the Simcyp Ltd,Malcolm Rowland is on the Simcyp Ltd scientific advisory board.,
AAPS_J/PMC4365095.nxml,,Lemonade Stand,division;Lemonade;Stand,the PhRMA Foundation;Alex’s,"1351688, the Pharmaceutics division of the PhRMA Foundation, and Alex’s Lemonade Stand",
AAPS_J/PMC4476998.nxml,0.33110367892976583,Mark Maasland;Yulia Mordashova;Jacob Lee,thanks;analysis;program;development;support;mass;serum;hepcidin;measurements,,"Many thanks to Mark Maasland (Fraunhofer) for the morphometric analysis and program development, Yulia Mordashova for the excellent statistical support, and Jacob Lee for his outstanding mass spectrometric serum hepcidin measurements.",
AAPS_J/PMC6044282.nxml,0.5649717514124294,Mary Estes;Jordan Gongora,guidance;support;research;sharing;study;protocols;canine;organoids;design;support,Baylor College of Medicine;TX;Biomedical Sciences;Iowa State University,"Mary Estes (Baylor College of Medicine, Houston, TX) for her invaluable guidance and support of our research, including sharing of study protocols to culture and characterize canine organoids, as well as Jordan Gongora (Biomedical Sciences, Iowa State University, IA) for her graphic design support.",include;culture;characterize
AAPS_PharmSciTech/PMC2850496.nxml,1.0,Merete Linchausen Skar;Skjalg Nyheim,Acknowledgments;micrographs;measurements;bulk;volumes;discussions,Tom-Ivar Eilertsen;University of Tromsø;SEM;University of Tromsø;Rahul Vasantrao Haware;University of Tromsø,"Acknowledgments also to Tom-Ivar Eilertsen, University of Tromsø for doing the SEM micrographs, Merete Linchausen Skar, University of Tromsø, for measurements of bulk and tapped volumes, Rahul Vasantrao Haware and Skjalg Nyheim Solum, University of Tromsø for valuable discussions.",tap
AAPS_PharmSciTech/PMC2974134.nxml,0.7361477572559367,Henry Brem;Kacy Cullen;Michelle LaPlaca;Heather Bara;Thanassios Sambanis,brain;tissues;neurons;adeno;virus,the Johns Hopkins University;the Georgia Institute of Technology;the Georgia Institute of Technology,"We thank Dr. Henry Brem at the Johns Hopkins University, for providing frozen brain tissues, Dr. Kacy Cullen and Dr. Michelle LaPlaca at the Georgia Institute of Technology for providing cortical neurons, and Dr. Heather Bara and Dr. Thanassios Sambanis at the Georgia Institute of Technology for providing adeno-associated virus.",thank;provide;provide;provide;associate
AAPS_PharmSciTech/PMC2974134.nxml,0.0,Sumit Paliwal;Samir Mitragotri,tissue;permeability;studies,,Dr. Sumit Paliwal and Dr. Samir Mitragotri carried out the  in vitro  tissue permeability studies.,carry
AAPS_PharmSciTech/PMC2974134.nxml,0.64,Krys Bankiewicz;John Bringas;Gill Heart,vivo;primate;study;analysis,,"Dr. Krys Bankiewicz and John Bringas carried out the  in vivo  non-human primate study, and Dr. Gill Heart carried out its quantitative analysis.",carry;carry
AAPS_PharmSciTech/PMC2974134.nxml,0.4736842105263158,Ying Liu;Mark Prausnitz,bioactivity;study,,Ying Liu and Dr. Mark Prausnitz carried out the  in vitro  bioactivity study.,carry
AAPS_PharmSciTech/PMC2974134.nxml,0.4736842105263158,Ying Liu;Sumit Paliwal,manuscript,,Ying Liu and Dr. Sumit Paliwal primarily wrote the manuscript.,write
AAPS_PharmSciTech/PMC3011063.nxml,1.0,Marie Curie Contract MEST-CT-2004-4049922,,,"”, Marie Curie Contract MEST-CT-2004-4049922.",
AAPS_PharmSciTech/PMC3011063.nxml,1.0,Anna Kowalczyk;Iwona Kalinowska,authors;assistance;experiments,,The authors wish to thank Ms. Anna Kowalczyk and Ms. Iwona Kalinowska for their excellent technical assistance during the experiments.,wish;thank
AAPS_PharmSciTech/PMC2850488.nxml,0.0,Andrew Vincent of,,the Division of Biostatistics,Andrew Vincent of the Division of Biostatistics (,
AAPS_PharmSciTech/PMC3909152.nxml,0.0,Marek Hojniak,measurements;assistance,GC;the Faculty of Chemistry;University of Wrocław,"The GC-MS measurements were performed with the kind assistance of Marek Hojniak from the Faculty of Chemistry, University of Wrocław.",perform
AAPS_PharmSciTech/PMC3969488.nxml,,Yoshiko Fukuoka;Kazuyoshi Ogasawara;Nobuo Aone;Akihito Kiguchiya;Toru Nakai;Fusashi Ishikawa,authors;tablet;formulation;data;acquisition;support;discussions;formulation;analysis,,"The authors would like to thank Yoshiko Fukuoka and Kazuyoshi Ogasawara for tablet formulation, Nobuo Aone and Akihito Kiguchiya for data acquisition support, and Toru Nakai and Fusashi Ishikawa for discussions regarding formulation analysis.",like;thank
AAPS_PharmSciTech/PMC4674654.nxml,0.0,Jeffrey Carter,authors;comments;manuscript,ISPE Japan Affiliate Biopharma COP;GE Healthcare Life Sciences,"The authors are grateful to ISPE Japan Affiliate Biopharma COP and Dr. Jeffrey Carter (Strategic Projects Leader, GE Healthcare Life Sciences) for the critical comments on the manuscript.",
AAPS_PharmSciTech/PMC4179662.nxml,1.0,Judy Loo Ching Yee;Delfine Cheng,authors;facilities;assistance;assistance;cryo;TEM;analysis;samples,the Australian Microscopy & Microanalysis Research Facility;The University of New South Wales,"The authors acknowledge the facilities, and the scientific and technical assistance of the Australian Microscopy & Microanalysis Research Facility at the Electron Microscope Unit, The University of New South Wales, and in particular, Judy Loo Ching Yee and Delfine Cheng who provided assistance with the cryo-TEM analysis of the samples.",acknowledge;provide
AAPS_PharmSciTech/PMC4179662.nxml,0.2551546391752577,Paul Young;Daniela Traini;Francis Dayton;Jim Blanchard,authors;discussions,the Woolcock Institute of Medical Research;Sujata Mudumba;Aradigm Corp.,"The authors thank Paul Young and Daniela Traini of the Woolcock Institute of Medical Research, and Francis Dayton, Sujata Mudumba, and Jim Blanchard of Aradigm Corp. for fruitful discussions.",thank
ACG_Case_Rep_J/PMC4612740.nxml,0.0,John Pandolfino,mentors,Rajesh Keswani &,"I would like to acknowledge my mentors, Dr. Rajesh Keswani & Dr. John Pandolfino.",like;acknowledge
IBRO_Rep/PMC6084867.nxml,0.0,Matt Ferola;Carlos Maya,care;animals;studies,,"First, we would like to acknowledge and thank Matt Ferola and Carlos Maya for their diligent and compassionate care of the animals involved in these studies.",like;acknowledge;thank;involve
IBRO_Rep/PMC6084822.nxml,,Ed Dudek,project;work;results;experiments,,This project was inspired by studying the work of Dr. Ed Dudek and the results of the initial experiments were discussed with him.,inspire;study;discuss
IBRO_Rep/PMC6084822.nxml,0.543956043956044,Erika Scholl;Noel Carlson,assistance;rat;serum;osmolarity;comments;manuscript,,I am also grateful to Dr. Erika Scholl for her assistance in measuring rat serum osmolarity and to Dr. Noel Carlson for his insightful comments on the manuscript.,measure
IBRO_Rep/PMC6084908.nxml,,R Kaneko,authors;gift;iSip2;vector,,The authors thank Dr. R Kaneko for the gift of the iSip2 vector; and Mss.,thank
IBRO_Rep/PMC6084908.nxml,,K Harada,assistance,Shimoda,"T Honma, K Harada, A Morita, and Y Shimoda for providing technical and secretarial assistance.",provide
IBRO_Rep/PMC6084900.nxml,1.0,Sharon Spana,assistance,,We thank Sharon Spana for expert technical assistance.,thank
IBRO_Rep/PMC5289700.nxml,,Bilal Hassan;Ruipeng Wang;Janelle Ryals,assistance,,"We would like to thank Bilal Hassan, Ruipeng Wang, and Janelle Ryals for technical assistance.",like;thank
IBRO_Rep/PMC6084913.nxml,0.28571428571428575,Shotaro Suzuki;Yudai Hirano;Kota Kume,data,,"The experimental data have also been accumulated by Mrs. Shotaro Suzuki, Yudai Hirano, and Kota Kume.",accumulate
IBRO_Rep/PMC6084913.nxml,0.0,Amadeu K. Sum,discussion;gas;molecule;behaviors;solution,,We thank Professor Amadeu K. Sum for his fruitful discussion on gas molecule behaviors in solution.,thank
IBRO_Rep/PMC6084913.nxml,0.0,Jon Nelson,proofreading;comments;suggestions;manuscript,,We also acknowledge Dr. Jon Nelson for his proofreading and valuable comments and suggestions that improved the manuscript.,acknowledge;improve
IBRO_Rep/PMC6084925.nxml,0.2610966057441253,Mark McEwen;Noel Kitto;Timothy Chataway;Fariba Chegini,authors;support;lab;discussions;support,the Flinders Biomedical Engineering Department;Microscopy Facilities of Flinders University,"The authors would like to thank the Flinders Biomedical Engineering Department, Mark McEwen and Noel Kitto for technical support, the Animal and Microscopy Facilities of Flinders University, Dr. Timothy Chataway, and the Alzheimer's and Parkinson diseases' lab especially Fariba Chegini for their enthusiastic discussions and support.",like;thank;diseas
IBRO_Rep/PMC6084925.nxml,,Ms Robyn Flook,brain;tissue;study,the South Australian Brain Bank,We also acknowledge Ms Robyn Flook and the South Australian Brain Bank in supplying all the brain tissue used in this study.,acknowledge;supply
IBRO_Rep/PMC6084874.nxml,,Y. Koshidaka;M. Adachi,assistance,,We thank Y. Koshidaka and M. Adachi for the technical assistance.,thank
IBRO_Rep/PMC6084826.nxml,1.0,Natacha Bazin;Tevrasamy Marday,authors;assistance;care;rats;studies,,The authors would like to acknowledge the excellent technical assistance of Natacha Bazin and Tevrasamy Marday for the perfect care provided to rats throughout the studies.,like;acknowledge;provide
IBRO_Rep/PMC6084890.nxml,0.35587188612099646,Elena Gasparotto;Sylvain Lengacher;Gabriele Grenningloh,authors;assistance;work;overexpression;reading;manuscript,PTG,"The authors would like to thank Elena Gasparotto for expert technical assistance, Dr. Sylvain Lengacher for initial work on PTG adenoviral overexpression and Dr. Gabriele Grenningloh for critical reading of the manuscript.",like;thank
IBRO_Rep/PMC6084831.nxml,,T. Kadota;Y. Atobe;Dr. A. Takeda;M. Kobayashi,advice,,"We are grateful to Dr. T. Kadota, Dr. Y. Atobe, Dr. A. Takeda, and Mrs. M. Kobayashi for their expert advice.",
IBRO_Rep/PMC5507617.nxml,1.0,Marta Miquel,authors;discussions;lab;analysis,Sorg,"The authors would like to thank Dr. Marta Miquel (Universitat Jaume I, Spain) for helpful discussions and the entire Sorg lab for assisting with the analysis.",like;thank;assist
IBRO_Rep/PMC6084902.nxml,0.0,David E. Szymkowski,authors;conflict;interest,Xencor Inc.,The authors are grateful to David E. Szymkowski at Xencor Inc. for providing XPro1595 and declare no conflict of interest.,provide;declare
IBRO_Rep/PMC6084878.nxml,0.0,João S. Morgante,authors;assistance;infrastructure;assays,"Professors Luis Eduardo S. Netto;Institute for Biosciences, University of Sao Paulo","The authors are grateful to Professors Luis Eduardo S. Netto and João S. Morgante, from Institute for Biosciences, University of Sao Paulo, for their kind assistance in providing infrastructure to perform some of the assays presented herein.",provide;perform;present
IBRO_Rep/PMC6084878.nxml,1.0,Paulina Ordonez,authors;construct,Stanford Consortium of Regenerative Medicine;University of California San Diego,"The authors are also grateful to Professor Paulina Ordonez, from Stanford Consortium of Regenerative Medicine, University of California San Diego for providing the construct LC3-EGFP-mCherry.",provide
IBRO_Rep/PMC6084821.nxml,,S. Kawahara,gratitude,,We express our gratitude to Dr S. Kawahara (,express
IBRO_Rep/PMC6084821.nxml,,Ms K. Yamada,advice;assistance,Toyama University,"Toyama University, Toyama, Japan) for advice and to Mr H. Adachi, Mr S. Muramoto, and Ms K. Yamada for assistance.",
IBRO_Rep/PMC6084873.nxml,1.0,Mayuri Gandhi;Research Scientist,authors;support;help;HR,SAIF;Indian Institute of Technology;IIT;HR-LCMS,"The authors acknowledge Dr. Mayuri Gandhi, Research Scientist, SAIF, Indian Institute of Technology (IIT) Bombay, India for support and help to HR-LCMS.",acknowledge
IBRO_Rep/PMC6084837.nxml,1.0,Cong Wang,authors;help,Henan University of Chinese Medicine,The authors would like to thank Ms. Cong Wang (Henan University of Chinese Medicine) for her excellent technical help.,like;thank
IBRO_Rep/PMC6084820.nxml,0.0,Peter Wallén,comments;manuscript,,We thank Dr Peter Wallén for valuable comments on the manuscript.,thank
IBRO_Rep/PMC6095097.nxml,0.0,Kiyoshi Kawakami,situ;hybridization;experiments,,We thank Prof. Kiyoshi Kawakami for helping with the in situ hybridization experiments.,thank;help
IBRO_Rep/PMC6095098.nxml,1.0,Amanda Penko;A. Elizabeth Jansen,authors;roles;data;collection,,The authors would like to thank Amanda Penko and A. Elizabeth Jansen for their roles in data collection.,like;thank
IBRO_Rep/PMC6084862.nxml,,Michael A. Silverman;Debora R. Fior-Chadi;Edilamar Menezes,authors;exercise;protocol,BDNF,"The authors are grateful to Professors Michael A. Silverman for BDNF plasmid, Debora R. Fior-Chadi and Edilamar Menezes for helping with physical exercise protocol.",help
IBRO_Rep/PMC6111061.nxml,0.0,Xun Tang,graph,L.X.’s Lab,Dr. Xun Tang from L.X.’s Lab drew the schematic graph.,draw
IBRO_Rep/PMC6111069.nxml,,Emmaline Bendell;Bingyu Zou;Ying Sun;Carlos Blanco-Centurion,animal;breeding;histology;microscopy;cell;counting,,"Ms. Emmaline Bendell, Ms. Bingyu Zou and Dr. Ying Sun performed the animal breeding and histology; Dr. Carlos Blanco-Centurion performed the microscopy and cell counting.",perform;perform
IBRO_Rep/PMC6111069.nxml,0.0,Meng Liu,study;manuscript,,Dr. Meng Liu designed the study and drafted the manuscript.,design;draft
IBRO_Rep/PMC6111069.nxml,,Priyattam Shiromani,manuscript,,Dr. Priyattam Shiromani edited the manuscript.,edit
IBRO_Rep/PMC6111069.nxml,1.0,Siwei Luo,help;proof;reading,,We thank Dr. Siwei Luo for help on proof reading.,thank
IDCases/PMC4672608.nxml,1.0,Karen Broughton;Mary Slack,comments;cases;laboratory;data,Kathie Grant and Corinne Amar;the Gastrointestinal Bacteria Reference Unit,"We would like to thank Kathie Grant and Corinne Amar in the Gastrointestinal Bacteria Reference Unit, and Karen Broughton and Mary Slack in the Respiratory and Systemic Infection Laboratory for their comments on these cases and help interpreting laboratory data.",like;thank;help;interpret
IDCases/PMC4672623.nxml,0.6655518394648829,David Leslie;Janet Fyfe;Maria Globan,staff;identification;isolate,MRL;Victorian Infectious Diseases Reference Laboratory,"We thank staff of the MRL (Dr David Leslie, Janet Fyfe and Maria Globan), Victorian Infectious Diseases Reference Laboratory for providing definitive identification of the isolate.",thank;provide
IDCases/PMC4672617.nxml,0.0,Andrew Lane,thanks;proof;reading,,A special thanks to Doctor Andrew Lane for English proof reading.,
IDCases/PMC4712211.nxml,1.0,Fátima Ferreira;Joana Sobrinho-Simões,authors;contribution;hematologist;head;unit;study;case,the Pathology Department,"The authors would like to acknowledge the contribution of Dr. Fátima Ferreira, hematologist, and Dr. Joana Sobrinho-Simões, head of the Molecular Biology unit of the Pathology Department, for the study and unraveling of this case.",like;acknowledge;unravel
IDCases/PMC4712211.nxml,1.0,Alcina Ferreira,author;guidance,,The first author would also like to acknowledge Dr. Alcina Ferreira's guidance.,like;acknowledge
IDCases/PMC4672612.nxml,0.0,Del Rosario,,Department of Pathology,We are grateful to Dr. Del Rosario (Department of Pathology).,
IDCases/PMC4672624.nxml,1.0,Donna Mildvan;Sinai Beth,patient;cooperation;review;manuscript;suggestions,the Division of Infectious Diseases,"We thank the patient for his cooperation, and Dr. Donna Mildvan, Chief of the Division of Infectious Diseases of Mount Sinai Beth Israel, for review of the manuscript and helpful suggestions.",thank
IDCases/PMC4735079.nxml,,Crosspark Rd,culture;identification;mold,The State Hygienic Laboratory,"The State Hygienic Laboratory of Iowa, 2490 Crosspark Rd, Coralville, IA 52241 performed initial culture and identification of the mold.",perform
IDCases/PMC4735459.nxml,1.0,Nabeela Khan,data;analysis,,We thank Dr. Nabeela Khan for contributing to the data analysis at Griffin Hospital.,thank;contribute
IDCases/PMC4735083.nxml,0.0,Larry Lutwick,revision;manuscript,,We especially thank Dr. Larry Lutwick for his revision of the manuscript.,thank
IDCases/PMC4762781.nxml,0.0,Nader H. Bassily;Kevin Carter,help;images,,Nader H. Bassily and Kevin Carter for their help with the images.,
IDCases/PMC4802676.nxml,,Caudia Vannini,author;contribution;sequencing;isolate,Department of Biology,"The author wishes to thank Dr. Caudia Vannini (Department of Biology, Pisa) for her contribution to the sequencing of the isolate.",wish;thank
IDCases/PMC4840421.nxml,1.0,Jessica Friley;Haley Pipkins,help;animal;studies;support,,We acknowledge Ms. Jessica Friley for her help with animal studies and Ms. Haley Pipkins for technical support.,acknowledge
IDCases/PMC4978202.nxml,1.0,Naomi Drexler,thanks,the Rickettsial Zoonoses Branch;CDC,Special thanks to Naomi Drexler and the Rickettsial Zoonoses Branch at the CDC.,
IDCases/PMC4971150.nxml,0.5,Michael P. Carson;Kathleen K. Casey,,,"Dr. Michael P. Carson, Dr. Kathleen K. Casey.",
IDCases/PMC4925901.nxml,0.0,Stéphane Lastère,leptospirosis;diagnosis,,"We thank Stéphane Lastère from the “Centre Hospitalier Territorial, Pirae, Tahiti, French Polynesia” for leptospirosis PCR diagnosis.",thank
IDCases/PMC4925901.nxml,1.0,Colleen Lau,review;manuscript,"the University of Queensland, Brisbane","We thank Colleen Lau from the University of Queensland, Brisbane, Queensland, Australia, for helpful review of the manuscript.",thank
IDCases/PMC4909721.nxml,0.5,Stanislas Houdoux;Estelle Honnorat,authors;assistance;patient;management,,The authors thank junior Dr. Stanislas Houdoux and Dr. Estelle Honnorat for their assistance with patient management.,thank
IDCases/PMC4909721.nxml,0.5,Stanislas Houdoux;Estelle Honnorat,authors;permission;acknowledgement,,The authors obtained permission from Stanislas Houdoux and Estelle Honnorat for this acknowledgement.,obtain
IDCases/PMC5018067.nxml,1.0,Monica Rubeca,assistance,,We are grateful to Dr. Monica Rubeca for her technical assistance.,
